condition,seed,n_nodes,target,channel,lag_s,group,r2,nrmse
homogeneous_fast,3,48,EDA t-3s,EDA,3,fast 1-3 s,0.99890261,0.03312684
homogeneous_fast,3,48,EDA t-8s,EDA,8,mid 8 s,0.99821648,0.04223169
homogeneous_fast,3,48,EDA t-20s,EDA,20,slow 20-45 s,0.99256561,0.08622293
homogeneous_fast,3,48,EDA t-45s,EDA,45,slow 20-45 s,0.97253889,0.16571395
homogeneous_fast,3,48,Resp t-1s,Resp,1,fast 1-3 s,0.40523767,0.77120836
homogeneous_fast,3,48,Resp t-3s,Resp,3,fast 1-3 s,0.17637554,0.90753758
homogeneous_fast,3,48,Resp t-8s,Resp,8,mid 8 s,0.03834508,0.98064006
homogeneous_fast,3,48,Resp t-20s,Resp,20,slow 20-45 s,0.00039481,0.99980258
homogeneous_fast,3,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00111319,1.00055644
homogeneous_fast,3,48,Temp t-1s,Temp,1,fast 1-3 s,0.99788087,0.04603403
homogeneous_fast,3,48,Temp t-3s,Temp,3,fast 1-3 s,0.99746167,0.05038181
homogeneous_fast,3,48,Temp t-8s,Temp,8,mid 8 s,0.99683175,0.05628719
homogeneous_fast,3,48,Temp t-20s,Temp,20,slow 20-45 s,0.98874942,0.10606877
homogeneous_fast,3,48,Temp t-45s,Temp,45,slow 20-45 s,0.95457958,0.21312068
homogeneous_fast,3,48,HR t-1s,HR,1,fast 1-3 s,0.98864666,0.10655204
homogeneous_fast,3,48,HR t-3s,HR,3,fast 1-3 s,0.96765115,0.17985786
homogeneous_fast,3,48,HR t-8s,HR,8,mid 8 s,0.91277263,0.29534281
homogeneous_fast,3,48,HR t-20s,HR,20,slow 20-45 s,0.77940607,0.46967428
homogeneous_fast,3,48,HR t-45s,HR,45,slow 20-45 s,0.65997426,0.58311726
homogeneous_fast,4,48,EDA t-1s,EDA,1,fast 1-3 s,0.99940436,0.02440569
homogeneous_fast,4,48,EDA t-3s,EDA,3,fast 1-3 s,0.99893668,0.03260857
homogeneous_fast,4,48,EDA t-8s,EDA,8,mid 8 s,0.99775621,0.04736866
homogeneous_fast,4,48,EDA t-20s,EDA,20,slow 20-45 s,0.99129283,0.09331223
homogeneous_fast,4,48,EDA t-45s,EDA,45,slow 20-45 s,0.97072737,0.17109245
homogeneous_fast,4,48,Resp t-1s,Resp,1,fast 1-3 s,0.42129211,0.76072853
homogeneous_fast,4,48,Resp t-3s,Resp,3,fast 1-3 s,0.17164662,0.91013921
homogeneous_fast,4,48,Resp t-8s,Resp,8,mid 8 s,0.03657105,0.98154417
homogeneous_fast,4,48,Resp t-20s,Resp,20,slow 20-45 s,0.00035650,0.99982174
homogeneous_fast,4,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00159401,1.00079669
homogeneous_fast,4,48,Temp t-1s,Temp,1,fast 1-3 s,0.99791694,0.04564057
homogeneous_fast,4,48,Temp t-3s,Temp,3,fast 1-3 s,0.99745521,0.05044592
homogeneous_fast,4,48,Temp t-8s,Temp,8,mid 8 s,0.99697643,0.05498696
homogeneous_fast,4,48,Temp t-20s,Temp,20,slow 20-45 s,0.99404843,0.07714643
homogeneous_fast,4,48,Temp t-45s,Temp,45,slow 20-45 s,0.96387547,0.19006455
homogeneous_fast,4,48,HR t-1s,HR,1,fast 1-3 s,0.98882758,0.10569969
homogeneous_fast,4,48,HR t-3s,HR,3,fast 1-3 s,0.96881539,0.17659164
homogeneous_fast,4,48,HR t-8s,HR,8,mid 8 s,0.91027096,0.29954806
homogeneous_fast,4,48,HR t-20s,HR,20,slow 20-45 s,0.80681735,0.43952548
homogeneous_fast,4,48,HR t-45s,HR,45,slow 20-45 s,0.66399373,0.57966048
homogeneous_fast,5,48,EDA t-1s,EDA,1,fast 1-3 s,0.99937109,0.02507813
homogeneous_fast,5,48,EDA t-3s,EDA,3,fast 1-3 s,0.99888364,0.03341195
homogeneous_fast,5,48,EDA t-8s,EDA,8,mid 8 s,0.99784719,0.04639838
homogeneous_fast,5,48,EDA t-20s,EDA,20,slow 20-45 s,0.99185159,0.09026856
homogeneous_fast,5,48,EDA t-45s,EDA,45,slow 20-45 s,0.97121345,0.16966599
homogeneous_fast,5,48,Resp t-1s,Resp,1,fast 1-3 s,0.40325127,0.77249514
homogeneous_fast,5,48,Resp t-3s,Resp,3,fast 1-3 s,0.16767385,0.91231911
homogeneous_fast,5,48,Resp t-8s,Resp,8,mid 8 s,0.04114413,0.97921186
homogeneous_fast,5,48,Resp t-20s,Resp,20,slow 20-45 s,0.00028568,0.99985715
homogeneous_fast,5,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00124680,1.00062320
homogeneous_fast,5,48,Temp t-1s,Temp,1,fast 1-3 s,0.99795394,0.04523336
homogeneous_fast,5,48,Temp t-3s,Temp,3,fast 1-3 s,0.99758812,0.04911089
homogeneous_fast,5,48,Temp t-8s,Temp,8,mid 8 s,0.99679703,0.05659478
homogeneous_fast,5,48,Temp t-20s,Temp,20,slow 20-45 s,0.98861290,0.10671035
homogeneous_fast,5,48,Temp t-45s,Temp,45,slow 20-45 s,0.95507431,0.21195681
homogeneous_fast,5,48,HR t-1s,HR,1,fast 1-3 s,0.98890573,0.10532935
homogeneous_fast,5,48,HR t-3s,HR,3,fast 1-3 s,0.96627495,0.18364380
homogeneous_fast,5,48,HR t-8s,HR,8,mid 8 s,0.90595512,0.30666737
homogeneous_fast,5,48,HR t-20s,HR,20,slow 20-45 s,0.77149012,0.47802707
homogeneous_fast,5,48,HR t-45s,HR,45,slow 20-45 s,0.65877067,0.58414838
homogeneous_fast,6,48,EDA t-1s,EDA,1,fast 1-3 s,0.99916204,0.02894757
homogeneous_fast,6,48,EDA t-3s,EDA,3,fast 1-3 s,0.99863546,0.03693972
homogeneous_fast,6,48,EDA t-8s,EDA,8,mid 8 s,0.99754443,0.04955370
homogeneous_fast,6,48,EDA t-20s,EDA,20,slow 20-45 s,0.99114423,0.09410510
homogeneous_fast,6,48,EDA t-45s,EDA,45,slow 20-45 s,0.97092915,0.17050175
homogeneous_fast,6,48,Resp t-1s,Resp,1,fast 1-3 s,0.40460299,0.77161973
homogeneous_fast,6,48,Resp t-3s,Resp,3,fast 1-3 s,0.15200691,0.92086540
homogeneous_fast,6,48,Resp t-8s,Resp,8,mid 8 s,0.02665512,0.98658243
homogeneous_fast,6,48,Resp t-20s,Resp,20,slow 20-45 s,0.00042039,0.99978978
homogeneous_fast,6,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00141936,1.00070943
homogeneous_fast,6,48,Temp t-1s,Temp,1,fast 1-3 s,0.99799796,0.04474412
homogeneous_fast,6,48,Temp t-3s,Temp,3,fast 1-3 s,0.99754352,0.04956292
homogeneous_fast,6,48,Temp t-8s,Temp,8,mid 8 s,0.99683830,0.05622897
homogeneous_fast,6,48,Temp t-20s,Temp,20,slow 20-45 s,0.98873064,0.10615726
homogeneous_fast,6,48,Temp t-45s,Temp,45,slow 20-45 s,0.95383876,0.21485166
homogeneous_fast,6,48,HR t-1s,HR,1,fast 1-3 s,0.98803712,0.10937497
homogeneous_fast,6,48,HR t-3s,HR,3,fast 1-3 s,0.97353911,0.16266805
homogeneous_fast,6,48,HR t-8s,HR,8,mid 8 s,0.91776593,0.28676484
homogeneous_fast,6,48,HR t-20s,HR,20,slow 20-45 s,0.77920650,0.46988669
homogeneous_fast,6,48,HR t-45s,HR,45,slow 20-45 s,0.65771642,0.58505006
homogeneous_fast,7,48,EDA t-1s,EDA,1,fast 1-3 s,0.99943866,0.02369260
homogeneous_fast,7,48,EDA t-3s,EDA,3,fast 1-3 s,0.99922081,0.02791389
homogeneous_fast,7,48,EDA t-8s,EDA,8,mid 8 s,0.99803760,0.04429901
homogeneous_fast,7,48,EDA t-20s,EDA,20,slow 20-45 s,0.99300875,0.08361368
homogeneous_fast,7,48,EDA t-45s,EDA,45,slow 20-45 s,0.97357881,0.16254595
homogeneous_fast,7,48,Resp t-1s,Resp,1,fast 1-3 s,0.40561065,0.77096650
homogeneous_fast,7,48,Resp t-3s,Resp,3,fast 1-3 s,0.15171546,0.92102364
homogeneous_fast,7,48,Resp t-8s,Resp,8,mid 8 s,0.02779429,0.98600492
homogeneous_fast,7,48,Resp t-20s,Resp,20,slow 20-45 s,0.00052628,0.99973682
homogeneous_fast,7,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00101732,1.00050853
homogeneous_fast,7,48,Temp t-1s,Temp,1,fast 1-3 s,0.99784187,0.04645565
homogeneous_fast,7,48,Temp t-3s,Temp,3,fast 1-3 s,0.99748482,0.05015159
homogeneous_fast,7,48,Temp t-8s,Temp,8,mid 8 s,0.99689497,0.05572277
homogeneous_fast,7,48,Temp t-20s,Temp,20,slow 20-45 s,0.99031752,0.09839957
homogeneous_fast,7,48,Temp t-45s,Temp,45,slow 20-45 s,0.95737837,0.20645007
homogeneous_fast,7,48,HR t-1s,HR,1,fast 1-3 s,0.98742278,0.11214819
homogeneous_fast,7,48,HR t-3s,HR,3,fast 1-3 s,0.96101749,0.19743989
homogeneous_fast,7,48,HR t-8s,HR,8,mid 8 s,0.89720547,0.32061586
homogeneous_fast,7,48,HR t-20s,HR,20,slow 20-45 s,0.77541572,0.47390324
homogeneous_fast,7,48,HR t-45s,HR,45,slow 20-45 s,0.65397861,0.58823583
homogeneous_fast,8,48,EDA t-1s,EDA,1,fast 1-3 s,0.99942947,0.02388579
homogeneous_fast,8,48,EDA t-3s,EDA,3,fast 1-3 s,0.99893263,0.03267064
homogeneous_fast,8,48,EDA t-8s,EDA,8,mid 8 s,0.99825196,0.04180962
homogeneous_fast,8,48,EDA t-20s,EDA,20,slow 20-45 s,0.99249576,0.08662703
homogeneous_fast,8,48,EDA t-45s,EDA,45,slow 20-45 s,0.97219755,0.16674066
homogeneous_fast,8,48,Resp t-1s,Resp,1,fast 1-3 s,0.40550625,0.77103421
homogeneous_fast,8,48,Resp t-3s,Resp,3,fast 1-3 s,0.16645216,0.91298841
homogeneous_fast,8,48,Resp t-8s,Resp,8,mid 8 s,0.03509252,0.98229704
homogeneous_fast,8,48,Resp t-20s,Resp,20,slow 20-45 s,0.00015099,0.99992450
homogeneous_fast,8,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00099768,1.00049871
homogeneous_fast,8,48,Temp t-1s,Temp,1,fast 1-3 s,0.99795154,0.04525986
homogeneous_fast,8,48,Temp t-3s,Temp,3,fast 1-3 s,0.99753731,0.04962552
homogeneous_fast,8,48,Temp t-8s,Temp,8,mid 8 s,0.99654586,0.05877190
homogeneous_fast,8,48,Temp t-20s,Temp,20,slow 20-45 s,0.98693421,0.11430567
homogeneous_fast,8,48,Temp t-45s,Temp,45,slow 20-45 s,0.95168028,0.21981748
homogeneous_fast,8,48,HR t-1s,HR,1,fast 1-3 s,0.98863703,0.10659721
homogeneous_fast,8,48,HR t-3s,HR,3,fast 1-3 s,0.97426580,0.16041882
homogeneous_fast,8,48,HR t-8s,HR,8,mid 8 s,0.91747605,0.28726982
homogeneous_fast,8,48,HR t-20s,HR,20,slow 20-45 s,0.78572632,0.46289705
homogeneous_fast,8,48,HR t-45s,HR,45,slow 20-45 s,0.65675935,0.58586744
homogeneous_fast,9,48,EDA t-1s,EDA,1,fast 1-3 s,0.99926229,0.02716082
homogeneous_fast,9,48,EDA t-3s,EDA,3,fast 1-3 s,0.99893130,0.03269097
homogeneous_fast,9,48,EDA t-8s,EDA,8,mid 8 s,0.99805047,0.04415345
homogeneous_fast,9,48,EDA t-20s,EDA,20,slow 20-45 s,0.99204206,0.08920730
homogeneous_fast,9,48,EDA t-45s,EDA,45,slow 20-45 s,0.97178160,0.16798333
homogeneous_fast,9,48,Resp t-1s,Resp,1,fast 1-3 s,0.40376966,0.77215953
homogeneous_fast,9,48,Resp t-3s,Resp,3,fast 1-3 s,0.16757106,0.91237544
homogeneous_fast,9,48,Resp t-8s,Resp,8,mid 8 s,0.04299645,0.97826558
homogeneous_fast,9,48,Resp t-20s,Resp,20,slow 20-45 s,0.00073480,0.99963253
homogeneous_fast,9,48,Resp t-45s,Resp,45,slow 20-45 s,-0.00088560,1.00044270
homogeneous_fast,9,48,Temp t-1s,Temp,1,fast 1-3 s,0.99787706,0.04607534
homogeneous_fast,9,48,Temp t-3s,Temp,3,fast 1-3 s,0.99750352,0.04996475
homogeneous_fast,9,48,Temp t-8s,Temp,8,mid 8 s,0.99716781,0.05321832
homogeneous_fast,9,48,Temp t-20s,Temp,20,slow 20-45 s,0.99238396,0.08726994
homogeneous_fast,9,48,Temp t-45s,Temp,45,slow 20-45 s,0.96058430,0.19853387
homogeneous_fast,9,48,HR t-1s,HR,1,fast 1-3 s,0.98790151,0.10999315
homogeneous_fast,9,48,HR t-3s,HR,3,fast 1-3 s,0.96096408,0.19757510
homogeneous_fast,9,48,HR t-8s,HR,8,mid 8 s,0.90472280,0.30867005
homogeneous_fast,9,48,HR t-20s,HR,20,slow 20-45 s,0.77766007,0.47152935
homogeneous_fast,9,48,HR t-45s,HR,45,slow 20-45 s,0.66006968,0.58303544
homogeneous_slow,0,48,EDA t-1s,EDA,1,fast 1-3 s,0.99903044,0.03113781
homogeneous_slow,0,48,EDA t-3s,EDA,3,fast 1-3 s,0.99897549,0.03200795
homogeneous_slow,0,48,EDA t-8s,EDA,8,mid 8 s,0.99834867,0.04063654
homogeneous_slow,0,48,EDA t-20s,EDA,20,slow 20-45 s,0.99798052,0.04493867
homogeneous_slow,0,48,EDA t-45s,EDA,45,slow 20-45 s,0.99650696,0.05910199
homogeneous_slow,0,48,Resp t-1s,Resp,1,fast 1-3 s,0.36131525,0.79917755
homogeneous_slow,0,48,Resp t-3s,Resp,3,fast 1-3 s,0.09123436,0.95329200
homogeneous_slow,0,48,Resp t-8s,Resp,8,mid 8 s,0.01415545,0.99289705
homogeneous_slow,0,48,Resp t-20s,Resp,20,slow 20-45 s,0.00557959,0.99720630
homogeneous_slow,0,48,Resp t-45s,Resp,45,slow 20-45 s,0.00457711,0.99770882
homogeneous_slow,0,48,Temp t-1s,Temp,1,fast 1-3 s,0.99760676,0.04892077
homogeneous_slow,0,48,Temp t-3s,Temp,3,fast 1-3 s,0.99756577,0.04933791
homogeneous_slow,0,48,Temp t-8s,Temp,8,mid 8 s,0.99698977,0.05486554
homogeneous_slow,0,48,Temp t-20s,Temp,20,slow 20-45 s,0.99658436,0.05844345
homogeneous_slow,0,48,Temp t-45s,Temp,45,slow 20-45 s,0.99404656,0.07715852
homogeneous_slow,0,48,HR t-1s,HR,1,fast 1-3 s,0.97056662,0.17156161
homogeneous_slow,0,48,HR t-3s,HR,3,fast 1-3 s,0.93707869,0.25084121
homogeneous_slow,0,48,HR t-8s,HR,8,mid 8 s,0.89358536,0.32621257
homogeneous_slow,0,48,HR t-20s,HR,20,slow 20-45 s,0.86881117,0.36219998
homogeneous_slow,0,48,HR t-45s,HR,45,slow 20-45 s,0.83533139,0.40579380
homogeneous_slow,1,48,EDA t-1s,EDA,1,fast 1-3 s,0.99897284,0.03204928
homogeneous_slow,1,48,EDA t-3s,EDA,3,fast 1-3 s,0.99895114,0.03238605
homogeneous_slow,1,48,EDA t-8s,EDA,8,mid 8 s,0.99834865,0.04063682
homogeneous_slow,1,48,EDA t-20s,EDA,20,slow 20-45 s,0.99794109,0.04537523
homogeneous_slow,1,48,EDA t-45s,EDA,45,slow 20-45 s,0.99662548,0.05809061
homogeneous_slow,1,48,Resp t-1s,Resp,1,fast 1-3 s,0.35724598,0.80171942
homogeneous_slow,1,48,Resp t-3s,Resp,3,fast 1-3 s,0.04316750,0.97817816
homogeneous_slow,1,48,Resp t-8s,Resp,8,mid 8 s,0.01013046,0.99492188
homogeneous_slow,1,48,Resp t-20s,Resp,20,slow 20-45 s,0.00582188,0.99708481
homogeneous_slow,1,48,Resp t-45s,Resp,45,slow 20-45 s,0.00448124,0.99775686
homogeneous_slow,1,48,Temp t-1s,Temp,1,fast 1-3 s,0.99764778,0.04849967
homogeneous_slow,1,48,Temp t-3s,Temp,3,fast 1-3 s,0.99756663,0.04932917
homogeneous_slow,1,48,Temp t-8s,Temp,8,mid 8 s,0.99705155,0.05429964
homogeneous_slow,1,48,Temp t-20s,Temp,20,slow 20-45 s,0.99657924,0.05848729
homogeneous_slow,1,48,Temp t-45s,Temp,45,slow 20-45 s,0.99429495,0.07553176
homogeneous_slow,1,48,HR t-1s,HR,1,fast 1-3 s,0.96098773,0.19751525
homogeneous_slow,1,48,HR t-3s,HR,3,fast 1-3 s,0.93478249,0.25537720
homogeneous_slow,1,48,HR t-8s,HR,8,mid 8 s,0.88535952,0.33858600
homogeneous_slow,1,48,HR t-20s,HR,20,slow 20-45 s,0.86159865,0.37202332
homogeneous_slow,1,48,HR t-45s,HR,45,slow 20-45 s,0.82602071,0.41710824
homogeneous_slow,2,48,EDA t-1s,EDA,1,fast 1-3 s,0.99898129,0.03191718
homogeneous_slow,2,48,EDA t-3s,EDA,3,fast 1-3 s,0.99896168,0.03222293
homogeneous_slow,2,48,EDA t-8s,EDA,8,mid 8 s,0.99831772,0.04101559
homogeneous_slow,2,48,EDA t-20s,EDA,20,slow 20-45 s,0.99797000,0.04505556
homogeneous_slow,2,48,EDA t-45s,EDA,45,slow 20-45 s,0.99651170,0.05906187
homogeneous_slow,2,48,Resp t-1s,Resp,1,fast 1-3 s,0.34910785,0.80677887
homogeneous_slow,2,48,Resp t-3s,Resp,3,fast 1-3 s,0.02832920,0.98573363
homogeneous_slow,2,48,Resp t-8s,Resp,8,mid 8 s,0.00969568,0.99514035
homogeneous_slow,2,48,Resp t-20s,Resp,20,slow 20-45 s,0.00553936,0.99722647
homogeneous_slow,2,48,Resp t-45s,Resp,45,slow 20-45 s,0.00422271,0.99788641
homogeneous_slow,2,48,Temp t-1s,Temp,1,fast 1-3 s,0.99778361,0.04707854
homogeneous_slow,2,48,Temp t-3s,Temp,3,fast 1-3 s,0.99760929,0.04889489
homogeneous_slow,2,48,Temp t-8s,Temp,8,mid 8 s,0.99706114,0.05421122
homogeneous_slow,2,48,Temp t-20s,Temp,20,slow 20-45 s,0.99668732,0.05755585
homogeneous_slow,2,48,Temp t-45s,Temp,45,slow 20-45 s,0.99472032,0.07266139
homogeneous_slow,2,48,HR t-1s,HR,1,fast 1-3 s,0.97097255,0.17037443
homogeneous_slow,2,48,HR t-3s,HR,3,fast 1-3 s,0.93378945,0.25731410
homogeneous_slow,2,48,HR t-8s,HR,8,mid 8 s,0.89495390,0.32410815
homogeneous_slow,2,48,HR t-20s,HR,20,slow 20-45 s,0.86501185,0.36740734
homogeneous_slow,2,48,HR t-45s,HR,45,slow 20-45 s,0.82903554,0.41347849
homogeneous_slow,3,48,EDA t-1s,EDA,1,fast 1-3 s,0.99915688,0.02903647
homogeneous_slow,3,48,EDA t-3s,EDA,3,fast 1-3 s,0.99899216,0.03174647
homogeneous_slow,3,48,EDA t-8s,EDA,8,mid 8 s,0.99844913,0.03938115
homogeneous_slow,3,48,EDA t-20s,EDA,20,slow 20-45 s,0.99800219,0.04469691
homogeneous_slow,3,48,EDA t-45s,EDA,45,slow 20-45 s,0.99685076,0.05611808
homogeneous_slow,3,48,Resp t-1s,Resp,1,fast 1-3 s,0.35937148,0.80039273
homogeneous_slow,3,48,Resp t-3s,Resp,3,fast 1-3 s,0.04836308,0.97551880
homogeneous_slow,3,48,Resp t-8s,Resp,8,mid 8 s,0.00970877,0.99513377
homogeneous_slow,3,48,Resp t-20s,Resp,20,slow 20-45 s,0.00578062,0.99710550
homogeneous_slow,3,48,Resp t-45s,Resp,45,slow 20-45 s,0.00453749,0.99772868
homogeneous_slow,3,48,Temp t-1s,Temp,1,fast 1-3 s,0.99760259,0.04896340
homogeneous_slow,3,48,Temp t-3s,Temp,3,fast 1-3 s,0.99756365,0.04935938
homogeneous_slow,3,48,Temp t-8s,Temp,8,mid 8 s,0.99701437,0.05464092
homogeneous_slow,3,48,Temp t-20s,Temp,20,slow 20-45 s,0.99657186,0.05855031
homogeneous_slow,3,48,Temp t-45s,Temp,45,slow 20-45 s,0.99407145,0.07699709
homogeneous_slow,3,48,HR t-1s,HR,1,fast 1-3 s,0.97122072,0.16964457
homogeneous_slow,3,48,HR t-3s,HR,3,fast 1-3 s,0.93535443,0.25425494
homogeneous_slow,3,48,HR t-8s,HR,8,mid 8 s,0.89729801,0.32047151
homogeneous_slow,3,48,HR t-20s,HR,20,slow 20-45 s,0.86687777,0.36485919
homogeneous_slow,3,48,HR t-45s,HR,45,slow 20-45 s,0.83139801,0.41061173
homogeneous_slow,4,48,EDA t-1s,EDA,1,fast 1-3 s,0.99915372,0.02909091
homogeneous_slow,4,48,EDA t-3s,EDA,3,fast 1-3 s,0.99898344,0.03188348
homogeneous_slow,4,48,EDA t-8s,EDA,8,mid 8 s,0.99843767,0.03952628
homogeneous_slow,4,48,EDA t-20s,EDA,20,slow 20-45 s,0.99797789,0.04496785
homogeneous_slow,4,48,EDA t-45s,EDA,45,slow 20-45 s,0.99667199,0.05768893
homogeneous_slow,4,48,Resp t-1s,Resp,1,fast 1-3 s,0.35587303,0.80257521
homogeneous_slow,4,48,Resp t-3s,Resp,3,fast 1-3 s,0.04377392,0.97786813
homogeneous_slow,4,48,Resp t-8s,Resp,8,mid 8 s,0.01018243,0.99489576
homogeneous_slow,4,48,Resp t-20s,Resp,20,slow 20-45 s,0.00574064,0.99712555
homogeneous_slow,4,48,Resp t-45s,Resp,45,slow 20-45 s,0.00441803,0.99778854
homogeneous_slow,4,48,Temp t-1s,Temp,1,fast 1-3 s,0.99771411,0.04781101
homogeneous_slow,4,48,Temp t-3s,Temp,3,fast 1-3 s,0.99758638,0.04912863
homogeneous_slow,4,48,Temp t-8s,Temp,8,mid 8 s,0.99705256,0.05429032
homogeneous_slow,4,48,Temp t-20s,Temp,20,slow 20-45 s,0.99661418,0.05818776
homogeneous_slow,4,48,Temp t-45s,Temp,45,slow 20-45 s,0.99471749,0.07268085
homogeneous_slow,4,48,HR t-1s,HR,1,fast 1-3 s,0.96211170,0.19464916
homogeneous_slow,4,48,HR t-3s,HR,3,fast 1-3 s,0.93478804,0.25536633
homogeneous_slow,4,48,HR t-8s,HR,8,mid 8 s,0.88715124,0.33592970
homogeneous_slow,4,48,HR t-20s,HR,20,slow 20-45 s,0.86333388,0.36968381
homogeneous_slow,4,48,HR t-45s,HR,45,slow 20-45 s,0.83046646,0.41174450
homogeneous_slow,5,48,EDA t-1s,EDA,1,fast 1-3 s,0.99901727,0.03134846
homogeneous_slow,5,48,EDA t-3s,EDA,3,fast 1-3 s,0.99896457,0.03217815
homogeneous_slow,5,48,EDA t-8s,EDA,8,mid 8 s,0.99836251,0.04046590
homogeneous_slow,5,48,EDA t-20s,EDA,20,slow 20-45 s,0.99797474,0.04500284
homogeneous_slow,5,48,EDA t-45s,EDA,45,slow 20-45 s,0.99674100,0.05708766
homogeneous_slow,5,48,Resp t-1s,Resp,1,fast 1-3 s,0.34792070,0.80751427
homogeneous_slow,5,48,Resp t-3s,Resp,3,fast 1-3 s,0.02956907,0.98510453
homogeneous_slow,5,48,Resp t-8s,Resp,8,mid 8 s,0.00974118,0.99511749
homogeneous_slow,5,48,Resp t-20s,Resp,20,slow 20-45 s,0.00557001,0.99721111
homogeneous_slow,5,48,Resp t-45s,Resp,45,slow 20-45 s,0.00460100,0.99769685
homogeneous_slow,5,48,Temp t-1s,Temp,1,fast 1-3 s,0.99761089,0.04887850
homogeneous_slow,5,48,Temp t-3s,Temp,3,fast 1-3 s,0.99758075,0.04918592
homogeneous_slow,5,48,Temp t-8s,Temp,8,mid 8 s,0.99696758,0.05506744
homogeneous_slow,5,48,Temp t-20s,Temp,20,slow 20-45 s,0.99667063,0.05770067
homogeneous_slow,5,48,Temp t-45s,Temp,45,slow 20-45 s,0.99426459,0.07573249
homogeneous_slow,5,48,HR t-1s,HR,1,fast 1-3 s,0.96381176,0.19023206
homogeneous_slow,5,48,HR t-3s,HR,3,fast 1-3 s,0.93437912,0.25616573
homogeneous_slow,5,48,HR t-8s,HR,8,mid 8 s,0.88805199,0.33458633
homogeneous_slow,5,48,HR t-20s,HR,20,slow 20-45 s,0.86265051,0.37060692
homogeneous_slow,5,48,HR t-45s,HR,45,slow 20-45 s,0.82854594,0.41407012
homogeneous_slow,6,48,EDA t-1s,EDA,1,fast 1-3 s,0.99914477,0.02924426
homogeneous_slow,6,48,EDA t-3s,EDA,3,fast 1-3 s,0.99900539,0.03153749
homogeneous_slow,6,48,EDA t-8s,EDA,8,mid 8 s,0.99839951,0.04000611
homogeneous_slow,6,48,EDA t-20s,EDA,20,slow 20-45 s,0.99804396,0.04422710
homogeneous_slow,6,48,EDA t-45s,EDA,45,slow 20-45 s,0.99685945,0.05604065
homogeneous_slow,6,48,Resp t-1s,Resp,1,fast 1-3 s,0.35318458,0.80424836
