condition,seed,n_nodes,target,channel,lag_s,group,r2,nrmse
homogeneous_slow,6,48,Resp t-3s,Resp,3,fast 1-3 s,0.03852906,0.98054625
homogeneous_slow,6,48,Resp t-8s,Resp,8,mid 8 s,0.01034545,0.99481383
homogeneous_slow,6,48,Resp t-20s,Resp,20,slow 20-45 s,0.00572033,0.99713573
homogeneous_slow,6,48,Resp t-45s,Resp,45,slow 20-45 s,0.00410958,0.99794310
homogeneous_slow,6,48,Temp t-1s,Temp,1,fast 1-3 s,0.99772325,0.04771530
homogeneous_slow,6,48,Temp t-3s,Temp,3,fast 1-3 s,0.99758671,0.04912524
homogeneous_slow,6,48,Temp t-8s,Temp,8,mid 8 s,0.99707715,0.05406340
homogeneous_slow,6,48,Temp t-20s,Temp,20,slow 20-45 s,0.99662443,0.05809964
homogeneous_slow,6,48,Temp t-45s,Temp,45,slow 20-45 s,0.99447808,0.07430964
homogeneous_slow,6,48,HR t-1s,HR,1,fast 1-3 s,0.97497950,0.15817870
homogeneous_slow,6,48,HR t-3s,HR,3,fast 1-3 s,0.93490958,0.25512825
homogeneous_slow,6,48,HR t-8s,HR,8,mid 8 s,0.90047292,0.31547912
homogeneous_slow,6,48,HR t-20s,HR,20,slow 20-45 s,0.86962632,0.36107295
homogeneous_slow,6,48,HR t-45s,HR,45,slow 20-45 s,0.83212852,0.40972123
homogeneous_slow,7,48,EDA t-1s,EDA,1,fast 1-3 s,0.99914994,0.02915574
homogeneous_slow,7,48,EDA t-3s,EDA,3,fast 1-3 s,0.99900753,0.03150348
homogeneous_slow,7,48,EDA t-8s,EDA,8,mid 8 s,0.99839307,0.04008649
homogeneous_slow,7,48,EDA t-20s,EDA,20,slow 20-45 s,0.99805428,0.04411034
homogeneous_slow,7,48,EDA t-45s,EDA,45,slow 20-45 s,0.99688780,0.05578709
homogeneous_slow,7,48,Resp t-1s,Resp,1,fast 1-3 s,0.35659610,0.80212462
homogeneous_slow,7,48,Resp t-3s,Resp,3,fast 1-3 s,0.04383243,0.97783821
homogeneous_slow,7,48,Resp t-8s,Resp,8,mid 8 s,0.00913736,0.99542083
homogeneous_slow,7,48,Resp t-20s,Resp,20,slow 20-45 s,0.00551694,0.99723771
homogeneous_slow,7,48,Resp t-45s,Resp,45,slow 20-45 s,0.00451384,0.99774053
homogeneous_slow,7,48,Temp t-1s,Temp,1,fast 1-3 s,0.99756011,0.04939526
homogeneous_slow,7,48,Temp t-3s,Temp,3,fast 1-3 s,0.99756390,0.04935687
homogeneous_slow,7,48,Temp t-8s,Temp,8,mid 8 s,0.99694276,0.05529228
homogeneous_slow,7,48,Temp t-20s,Temp,20,slow 20-45 s,0.99655649,0.05868146
homogeneous_slow,7,48,Temp t-45s,Temp,45,slow 20-45 s,0.99364661,0.07970813
homogeneous_slow,7,48,HR t-1s,HR,1,fast 1-3 s,0.96191698,0.19514871
homogeneous_slow,7,48,HR t-3s,HR,3,fast 1-3 s,0.93440599,0.25611328
homogeneous_slow,7,48,HR t-8s,HR,8,mid 8 s,0.88531004,0.33865907
homogeneous_slow,7,48,HR t-20s,HR,20,slow 20-45 s,0.86245946,0.37086458
homogeneous_slow,7,48,HR t-45s,HR,45,slow 20-45 s,0.82338657,0.42025400
homogeneous_slow,8,48,EDA t-1s,EDA,1,fast 1-3 s,0.99907214,0.03046075
homogeneous_slow,8,48,EDA t-3s,EDA,3,fast 1-3 s,0.99898753,0.03181940
homogeneous_slow,8,48,EDA t-8s,EDA,8,mid 8 s,0.99836025,0.04049383
homogeneous_slow,8,48,EDA t-20s,EDA,20,slow 20-45 s,0.99803828,0.04429136
homogeneous_slow,8,48,EDA t-45s,EDA,45,slow 20-45 s,0.99670157,0.05743193
homogeneous_slow,8,48,Resp t-1s,Resp,1,fast 1-3 s,0.35328036,0.80418881
homogeneous_slow,8,48,Resp t-3s,Resp,3,fast 1-3 s,0.03349134,0.98311172
homogeneous_slow,8,48,Resp t-8s,Resp,8,mid 8 s,0.01019469,0.99488960
homogeneous_slow,8,48,Resp t-20s,Resp,20,slow 20-45 s,0.00567237,0.99715978
homogeneous_slow,8,48,Resp t-45s,Resp,45,slow 20-45 s,0.00443757,0.99777875
homogeneous_slow,8,48,Temp t-1s,Temp,1,fast 1-3 s,0.99759492,0.04904160
homogeneous_slow,8,48,Temp t-3s,Temp,3,fast 1-3 s,0.99756330,0.04936290
homogeneous_slow,8,48,Temp t-8s,Temp,8,mid 8 s,0.99698963,0.05486679
homogeneous_slow,8,48,Temp t-20s,Temp,20,slow 20-45 s,0.99656700,0.05859177
homogeneous_slow,8,48,Temp t-45s,Temp,45,slow 20-45 s,0.99397842,0.07759886
homogeneous_slow,8,48,HR t-1s,HR,1,fast 1-3 s,0.96990686,0.17347374
homogeneous_slow,8,48,HR t-3s,HR,3,fast 1-3 s,0.93434044,0.25624121
homogeneous_slow,8,48,HR t-8s,HR,8,mid 8 s,0.89496410,0.32409242
homogeneous_slow,8,48,HR t-20s,HR,20,slow 20-45 s,0.86472552,0.36779679
homogeneous_slow,8,48,HR t-45s,HR,45,slow 20-45 s,0.82676984,0.41620927
homogeneous_slow,9,48,EDA t-1s,EDA,1,fast 1-3 s,0.99898601,0.03184327
homogeneous_slow,9,48,EDA t-3s,EDA,3,fast 1-3 s,0.99895557,0.03231766
homogeneous_slow,9,48,EDA t-8s,EDA,8,mid 8 s,0.99833958,0.04074825
homogeneous_slow,9,48,EDA t-20s,EDA,20,slow 20-45 s,0.99796481,0.04511303
homogeneous_slow,9,48,EDA t-45s,EDA,45,slow 20-45 s,0.99661307,0.05819737
homogeneous_slow,9,48,Resp t-1s,Resp,1,fast 1-3 s,0.35459973,0.80336808
homogeneous_slow,9,48,Resp t-3s,Resp,3,fast 1-3 s,0.03966343,0.97996764
homogeneous_slow,9,48,Resp t-8s,Resp,8,mid 8 s,0.01004744,0.99496360
homogeneous_slow,9,48,Resp t-20s,Resp,20,slow 20-45 s,0.00569680,0.99714753
homogeneous_slow,9,48,Resp t-45s,Resp,45,slow 20-45 s,0.00464230,0.99767615
homogeneous_slow,9,48,Temp t-1s,Temp,1,fast 1-3 s,0.99761147,0.04887255
homogeneous_slow,9,48,Temp t-3s,Temp,3,fast 1-3 s,0.99757164,0.04927842
homogeneous_slow,9,48,Temp t-8s,Temp,8,mid 8 s,0.99700211,0.05475300
homogeneous_slow,9,48,Temp t-20s,Temp,20,slow 20-45 s,0.99664510,0.05792149
homogeneous_slow,9,48,Temp t-45s,Temp,45,slow 20-45 s,0.99490856,0.07135432
homogeneous_slow,9,48,HR t-1s,HR,1,fast 1-3 s,0.96004679,0.19988298
homogeneous_slow,9,48,HR t-3s,HR,3,fast 1-3 s,0.93466670,0.25560379
homogeneous_slow,9,48,HR t-8s,HR,8,mid 8 s,0.88490508,0.33925642
homogeneous_slow,9,48,HR t-20s,HR,20,slow 20-45 s,0.86291115,0.37025511
homogeneous_slow,9,48,HR t-45s,HR,45,slow 20-45 s,0.83005966,0.41223821
heterogeneous,0,48,EDA t-1s,EDA,1,fast 1-3 s,0.99931895,0.02609691
heterogeneous,0,48,EDA t-3s,EDA,3,fast 1-3 s,0.99885367,0.03385749
heterogeneous,0,48,EDA t-8s,EDA,8,mid 8 s,0.99847258,0.03908219
heterogeneous,0,48,EDA t-20s,EDA,20,slow 20-45 s,0.99754551,0.04954284
heterogeneous,0,48,EDA t-45s,EDA,45,slow 20-45 s,0.99537630,0.06799782
heterogeneous,0,48,Resp t-1s,Resp,1,fast 1-3 s,0.45563032,0.73781412
heterogeneous,0,48,Resp t-3s,Resp,3,fast 1-3 s,0.15478296,0.91935686
heterogeneous,0,48,Resp t-8s,Resp,8,mid 8 s,0.03982489,0.97988525
heterogeneous,0,48,Resp t-20s,Resp,20,slow 20-45 s,0.00322116,0.99838812
heterogeneous,0,48,Resp t-45s,Resp,45,slow 20-45 s,0.00112313,0.99943828
heterogeneous,0,48,Temp t-1s,Temp,1,fast 1-3 s,0.99794382,0.04534516
heterogeneous,0,48,Temp t-3s,Temp,3,fast 1-3 s,0.99747085,0.05029061
heterogeneous,0,48,Temp t-8s,Temp,8,mid 8 s,0.99707824,0.05405330
heterogeneous,0,48,Temp t-20s,Temp,20,slow 20-45 s,0.99576872,0.06504828
heterogeneous,0,48,Temp t-45s,Temp,45,slow 20-45 s,0.98965969,0.10168732
heterogeneous,0,48,HR t-1s,HR,1,fast 1-3 s,0.98891355,0.10529222
heterogeneous,0,48,HR t-3s,HR,3,fast 1-3 s,0.97305781,0.16414076
heterogeneous,0,48,HR t-8s,HR,8,mid 8 s,0.91650112,0.28896173
heterogeneous,0,48,HR t-20s,HR,20,slow 20-45 s,0.86004065,0.37411142
heterogeneous,0,48,HR t-45s,HR,45,slow 20-45 s,0.81312682,0.43228831
heterogeneous,1,48,EDA t-1s,EDA,1,fast 1-3 s,0.99944703,0.02351536
heterogeneous,1,48,EDA t-3s,EDA,3,fast 1-3 s,0.99890177,0.03313955
heterogeneous,1,48,EDA t-8s,EDA,8,mid 8 s,0.99846646,0.03916039
heterogeneous,1,48,EDA t-20s,EDA,20,slow 20-45 s,0.99753789,0.04961969
heterogeneous,1,48,EDA t-45s,EDA,45,slow 20-45 s,0.99459968,0.07348689
heterogeneous,1,48,Resp t-1s,Resp,1,fast 1-3 s,0.40751096,0.76973310
heterogeneous,1,48,Resp t-3s,Resp,3,fast 1-3 s,0.15194331,0.92089994
heterogeneous,1,48,Resp t-8s,Resp,8,mid 8 s,0.04154350,0.97900792
heterogeneous,1,48,Resp t-20s,Resp,20,slow 20-45 s,0.00523728,0.99737792
heterogeneous,1,48,Resp t-45s,Resp,45,slow 20-45 s,0.00264782,0.99867521
heterogeneous,1,48,Temp t-1s,Temp,1,fast 1-3 s,0.99791247,0.04568946
heterogeneous,1,48,Temp t-3s,Temp,3,fast 1-3 s,0.99759714,0.04901897
heterogeneous,1,48,Temp t-8s,Temp,8,mid 8 s,0.99729266,0.05203215
heterogeneous,1,48,Temp t-20s,Temp,20,slow 20-45 s,0.99601511,0.06312596
heterogeneous,1,48,Temp t-45s,Temp,45,slow 20-45 s,0.99141607,0.09264952
heterogeneous,1,48,HR t-1s,HR,1,fast 1-3 s,0.98901896,0.10479047
heterogeneous,1,48,HR t-3s,HR,3,fast 1-3 s,0.96270215,0.19312651
heterogeneous,1,48,HR t-8s,HR,8,mid 8 s,0.91593124,0.28994613
heterogeneous,1,48,HR t-20s,HR,20,slow 20-45 s,0.87118245,0.35891162
heterogeneous,1,48,HR t-45s,HR,45,slow 20-45 s,0.82321386,0.42045944
heterogeneous,2,48,EDA t-1s,EDA,1,fast 1-3 s,0.99946059,0.02322512
heterogeneous,2,48,EDA t-3s,EDA,3,fast 1-3 s,0.99889705,0.03321066
heterogeneous,2,48,EDA t-8s,EDA,8,mid 8 s,0.99856750,0.03784840
heterogeneous,2,48,EDA t-20s,EDA,20,slow 20-45 s,0.99758451,0.04914758
heterogeneous,2,48,EDA t-45s,EDA,45,slow 20-45 s,0.99553316,0.06683440
heterogeneous,2,48,Resp t-1s,Resp,1,fast 1-3 s,0.41994668,0.76161231
heterogeneous,2,48,Resp t-3s,Resp,3,fast 1-3 s,0.14892134,0.92253924
heterogeneous,2,48,Resp t-8s,Resp,8,mid 8 s,0.04035101,0.97961676
heterogeneous,2,48,Resp t-20s,Resp,20,slow 20-45 s,0.00464280,0.99767590
heterogeneous,2,48,Resp t-45s,Resp,45,slow 20-45 s,0.00214154,0.99892866
heterogeneous,2,48,Temp t-1s,Temp,1,fast 1-3 s,0.99796983,0.04505746
heterogeneous,2,48,Temp t-3s,Temp,3,fast 1-3 s,0.99764956,0.04848135
heterogeneous,2,48,Temp t-8s,Temp,8,mid 8 s,0.99727887,0.05216448
heterogeneous,2,48,Temp t-20s,Temp,20,slow 20-45 s,0.99620665,0.06159020
heterogeneous,2,48,Temp t-45s,Temp,45,slow 20-45 s,0.98823623,0.10846093
heterogeneous,2,48,HR t-1s,HR,1,fast 1-3 s,0.98765886,0.11109069
heterogeneous,2,48,HR t-3s,HR,3,fast 1-3 s,0.96101550,0.19744493
heterogeneous,2,48,HR t-8s,HR,8,mid 8 s,0.90502580,0.30817884
heterogeneous,2,48,HR t-20s,HR,20,slow 20-45 s,0.85975307,0.37449556
heterogeneous,2,48,HR t-45s,HR,45,slow 20-45 s,0.80728526,0.43899287
heterogeneous,3,48,EDA t-1s,EDA,1,fast 1-3 s,0.99949121,0.02255633
heterogeneous,3,48,EDA t-3s,EDA,3,fast 1-3 s,0.99892240,0.03282682
heterogeneous,3,48,EDA t-8s,EDA,8,mid 8 s,0.99847984,0.03898919
heterogeneous,3,48,EDA t-20s,EDA,20,slow 20-45 s,0.99757920,0.04920166
heterogeneous,3,48,EDA t-45s,EDA,45,slow 20-45 s,0.99153030,0.09203097
heterogeneous,3,48,Resp t-1s,Resp,1,fast 1-3 s,0.41207223,0.76676448
heterogeneous,3,48,Resp t-3s,Resp,3,fast 1-3 s,0.16800232,0.91213907
heterogeneous,3,48,Resp t-8s,Resp,8,mid 8 s,0.04299999,0.97826377
heterogeneous,3,48,Resp t-20s,Resp,20,slow 20-45 s,0.00471689,0.99763877
heterogeneous,3,48,Resp t-45s,Resp,45,slow 20-45 s,0.00214888,0.99892498
heterogeneous,3,48,Temp t-1s,Temp,1,fast 1-3 s,0.99797373,0.04501416
heterogeneous,3,48,Temp t-3s,Temp,3,fast 1-3 s,0.99755030,0.04949449
heterogeneous,3,48,Temp t-8s,Temp,8,mid 8 s,0.99729711,0.05198928
heterogeneous,3,48,Temp t-20s,Temp,20,slow 20-45 s,0.99635499,0.06037388
heterogeneous,3,48,Temp t-45s,Temp,45,slow 20-45 s,0.99265520,0.08570179
heterogeneous,3,48,HR t-1s,HR,1,fast 1-3 s,0.98876766,0.10598274
heterogeneous,3,48,HR t-3s,HR,3,fast 1-3 s,0.97320518,0.16369124
heterogeneous,3,48,HR t-8s,HR,8,mid 8 s,0.91982481,0.28315224
heterogeneous,3,48,HR t-20s,HR,20,slow 20-45 s,0.86639531,0.36551976
heterogeneous,3,48,HR t-45s,HR,45,slow 20-45 s,0.81785154,0.42678854
heterogeneous,4,48,EDA t-1s,EDA,1,fast 1-3 s,0.99948617,0.02266786
heterogeneous,4,48,EDA t-3s,EDA,3,fast 1-3 s,0.99892835,0.03273605
heterogeneous,4,48,EDA t-8s,EDA,8,mid 8 s,0.99865329,0.03669754
heterogeneous,4,48,EDA t-20s,EDA,20,slow 20-45 s,0.99738078,0.05117829
heterogeneous,4,48,EDA t-45s,EDA,45,slow 20-45 s,0.99308591,0.08315103
heterogeneous,4,48,Resp t-1s,Resp,1,fast 1-3 s,0.39603556,0.77715149
heterogeneous,4,48,Resp t-3s,Resp,3,fast 1-3 s,0.16001000,0.91650968
heterogeneous,4,48,Resp t-8s,Resp,8,mid 8 s,0.04004431,0.97977328
heterogeneous,4,48,Resp t-20s,Resp,20,slow 20-45 s,0.00469798,0.99764824
heterogeneous,4,48,Resp t-45s,Resp,45,slow 20-45 s,0.00190804,0.99904552
heterogeneous,4,48,Temp t-1s,Temp,1,fast 1-3 s,0.99793163,0.04547931
heterogeneous,4,48,Temp t-3s,Temp,3,fast 1-3 s,0.99767299,0.04823907
heterogeneous,4,48,Temp t-8s,Temp,8,mid 8 s,0.99728078,0.05214612
heterogeneous,4,48,Temp t-20s,Temp,20,slow 20-45 s,0.99641471,0.05987726
heterogeneous,4,48,Temp t-45s,Temp,45,slow 20-45 s,0.98694056,0.11427791
heterogeneous,4,48,HR t-1s,HR,1,fast 1-3 s,0.98877335,0.10595590
heterogeneous,4,48,HR t-3s,HR,3,fast 1-3 s,0.97134188,0.16928710
heterogeneous,4,48,HR t-8s,HR,8,mid 8 s,0.92214596,0.27902336
heterogeneous,4,48,HR t-20s,HR,20,slow 20-45 s,0.86943663,0.36133554
heterogeneous,4,48,HR t-45s,HR,45,slow 20-45 s,0.81789338,0.42673953
heterogeneous,5,48,EDA t-1s,EDA,1,fast 1-3 s,0.99941365,0.02421464
heterogeneous,5,48,EDA t-3s,EDA,3,fast 1-3 s,0.99885090,0.03389838
heterogeneous,5,48,EDA t-8s,EDA,8,mid 8 s,0.99844413,0.03944452
heterogeneous,5,48,EDA t-20s,EDA,20,slow 20-45 s,0.99738533,0.05113381
heterogeneous,5,48,EDA t-45s,EDA,45,slow 20-45 s,0.98964429,0.10176301
heterogeneous,5,48,Resp t-1s,Resp,1,fast 1-3 s,0.40563527,0.77095054
heterogeneous,5,48,Resp t-3s,Resp,3,fast 1-3 s,0.15285526,0.92040466
heterogeneous,5,48,Resp t-8s,Resp,8,mid 8 s,0.03655348,0.98155312
heterogeneous,5,48,Resp t-20s,Resp,20,slow 20-45 s,0.00522663,0.99738326
heterogeneous,5,48,Resp t-45s,Resp,45,slow 20-45 s,0.00216051,0.99891916
heterogeneous,5,48,Temp t-1s,Temp,1,fast 1-3 s,0.99792785,0.04552092
heterogeneous,5,48,Temp t-3s,Temp,3,fast 1-3 s,0.99753992,0.04959922
heterogeneous,5,48,Temp t-8s,Temp,8,mid 8 s,0.99719897,0.05292480
heterogeneous,5,48,Temp t-20s,Temp,20,slow 20-45 s,0.99599960,0.06324874
heterogeneous,5,48,Temp t-45s,Temp,45,slow 20-45 s,0.98701632,0.11394595
heterogeneous,5,48,HR t-1s,HR,1,fast 1-3 s,0.98818045,0.10871773
heterogeneous,5,48,HR t-3s,HR,3,fast 1-3 s,0.96242255,0.19384904
heterogeneous,5,48,HR t-8s,HR,8,mid 8 s,0.90555702,0.30731577
heterogeneous,5,48,HR t-20s,HR,20,slow 20-45 s,0.86510145,0.36728538
heterogeneous,5,48,HR t-45s,HR,45,slow 20-45 s,0.77613094,0.47314803
heterogeneous,6,48,EDA t-1s,EDA,1,fast 1-3 s,0.99939554,0.02458572
heterogeneous,6,48,EDA t-3s,EDA,3,fast 1-3 s,0.99884230,0.03402499
heterogeneous,6,48,EDA t-8s,EDA,8,mid 8 s,0.99844707,0.03940729
heterogeneous,6,48,EDA t-20s,EDA,20,slow 20-45 s,0.99730968,0.05186833
heterogeneous,6,48,EDA t-45s,EDA,45,slow 20-45 s,0.98585842,0.11891837
heterogeneous,6,48,Resp t-1s,Resp,1,fast 1-3 s,0.44036697,0.74808624
heterogeneous,6,48,Resp t-3s,Resp,3,fast 1-3 s,0.15431065,0.91961370
heterogeneous,6,48,Resp t-8s,Resp,8,mid 8 s,0.03875749,0.98042976
heterogeneous,6,48,Resp t-20s,Resp,20,slow 20-45 s,0.00457497,0.99770989
heterogeneous,6,48,Resp t-45s,Resp,45,slow 20-45 s,0.00168076,0.99915927
heterogeneous,6,48,Temp t-1s,Temp,1,fast 1-3 s,0.99800947,0.04461530
heterogeneous,6,48,Temp t-3s,Temp,3,fast 1-3 s,0.99752258,0.04977366
heterogeneous,6,48,Temp t-8s,Temp,8,mid 8 s,0.99717451,0.05315534
heterogeneous,6,48,Temp t-20s,Temp,20,slow 20-45 s,0.99590520,0.06399059
heterogeneous,6,48,Temp t-45s,Temp,45,slow 20-45 s,0.99159332,0.09168797
heterogeneous,6,48,HR t-1s,HR,1,fast 1-3 s,0.98861473,0.10670180
heterogeneous,6,48,HR t-3s,HR,3,fast 1-3 s,0.96818090,0.17837909
heterogeneous,6,48,HR t-8s,HR,8,mid 8 s,0.91624696,0.28940117
heterogeneous,6,48,HR t-20s,HR,20,slow 20-45 s,0.87063060,0.35967958
heterogeneous,6,48,HR t-45s,HR,45,slow 20-45 s,0.82378087,0.41978463
heterogeneous,7,48,EDA t-1s,EDA,1,fast 1-3 s,0.99940371,0.02441911
heterogeneous,7,48,EDA t-3s,EDA,3,fast 1-3 s,0.99903913,0.03099786
heterogeneous,7,48,EDA t-8s,EDA,8,mid 8 s,0.99844719,0.03940573
heterogeneous,7,48,EDA t-20s,EDA,20,slow 20-45 s,0.99790373,0.04578506
heterogeneous,7,48,EDA t-45s,EDA,45,slow 20-45 s,0.99492386,0.07124701
heterogeneous,7,48,Resp t-1s,Resp,1,fast 1-3 s,0.37801775,0.78865852
heterogeneous,7,48,Resp t-3s,Resp,3,fast 1-3 s,0.15444775,0.91953915
heterogeneous,7,48,Resp t-8s,Resp,8,mid 8 s,0.04023024,0.97967840
heterogeneous,7,48,Resp t-20s,Resp,20,slow 20-45 s,0.00430445,0.99784545
heterogeneous,7,48,Resp t-45s,Resp,45,slow 20-45 s,0.00216033,0.99891925
heterogeneous,7,48,Temp t-1s,Temp,1,fast 1-3 s,0.99798699,0.04486656
heterogeneous,7,48,Temp t-3s,Temp,3,fast 1-3 s,0.99773374,0.04760525
heterogeneous,7,48,Temp t-8s,Temp,8,mid 8 s,0.99701531,0.05463233
heterogeneous,7,48,Temp t-20s,Temp,20,slow 20-45 s,0.99620092,0.06163666
heterogeneous,7,48,Temp t-45s,Temp,45,slow 20-45 s,0.98377456,0.12737910
heterogeneous,7,48,HR t-1s,HR,1,fast 1-3 s,0.98710926,0.11353738
heterogeneous,7,48,HR t-3s,HR,3,fast 1-3 s,0.95298867,0.21682096
heterogeneous,7,48,HR t-8s,HR,8,mid 8 s,0.89977837,0.31657800
heterogeneous,7,48,HR t-20s,HR,20,slow 20-45 s,0.86549694,0.36674659
heterogeneous,7,48,HR t-45s,HR,45,slow 20-45 s,0.82065425,0.42349233
heterogeneous,8,48,EDA t-1s,EDA,1,fast 1-3 s,0.99949418,0.02249051
heterogeneous,8,48,EDA t-3s,EDA,3,fast 1-3 s,0.99901095,0.03144923
heterogeneous,8,48,EDA t-8s,EDA,8,mid 8 s,0.99872088,0.03576475
heterogeneous,8,48,EDA t-20s,EDA,20,slow 20-45 s,0.99751385,0.04986127
heterogeneous,8,48,EDA t-45s,EDA,45,slow 20-45 s,0.99564146,0.06601922
heterogeneous,8,48,Resp t-1s,Resp,1,fast 1-3 s,0.40742243,0.76979060
heterogeneous,8,48,Resp t-3s,Resp,3,fast 1-3 s,0.15461763,0.91944678
heterogeneous,8,48,Resp t-8s,Resp,8,mid 8 s,0.04427054,0.97761417
heterogeneous,8,48,Resp t-20s,Resp,20,slow 20-45 s,0.00529697,0.99734800
heterogeneous,8,48,Resp t-45s,Resp,45,slow 20-45 s,0.00227273,0.99886299
heterogeneous,8,48,Temp t-1s,Temp,1,fast 1-3 s,0.99795987,0.04516780
heterogeneous,8,48,Temp t-3s,Temp,3,fast 1-3 s,0.99761841,0.04880158
heterogeneous,8,48,Temp t-8s,Temp,8,mid 8 s,0.99730051,0.05195660
heterogeneous,8,48,Temp t-20s,Temp,20,slow 20-45 s,0.99535640,0.06814397
heterogeneous,8,48,Temp t-45s,Temp,45,slow 20-45 s,0.99031122,0.09843160
heterogeneous,8,48,HR t-1s,HR,1,fast 1-3 s,0.98848762,0.10729576
heterogeneous,8,48,HR t-3s,HR,3,fast 1-3 s,0.97207250,0.16711523
heterogeneous,8,48,HR t-8s,HR,8,mid 8 s,0.91668505,0.28864328
heterogeneous,8,48,HR t-20s,HR,20,slow 20-45 s,0.86892330,0.36204517
heterogeneous,8,48,HR t-45s,HR,45,slow 20-45 s,0.81344797,0.43191669
heterogeneous,9,48,EDA t-1s,EDA,1,fast 1-3 s,0.99937777,0.02494455
heterogeneous,9,48,EDA t-3s,EDA,3,fast 1-3 s,0.99882112,0.03433480
heterogeneous,9,48,EDA t-8s,EDA,8,mid 8 s,0.99860103,0.03740275
heterogeneous,9,48,EDA t-20s,EDA,20,slow 20-45 s,0.99736232,0.05135833
heterogeneous,9,48,EDA t-45s,EDA,45,slow 20-45 s,0.99556222,0.06661664
heterogeneous,9,48,Resp t-1s,Resp,1,fast 1-3 s,0.43365763,0.75255722
heterogeneous,9,48,Resp t-3s,Resp,3,fast 1-3 s,0.17566657,0.90792810
heterogeneous,9,48,Resp t-8s,Resp,8,mid 8 s,0.04119852,0.97918409
heterogeneous,9,48,Resp t-20s,Resp,20,slow 20-45 s,0.00573768,0.99712703
heterogeneous,9,48,Resp t-45s,Resp,45,slow 20-45 s,0.00355342,0.99822171
heterogeneous,9,48,Temp t-1s,Temp,1,fast 1-3 s,0.99790204,0.04580352
heterogeneous,9,48,Temp t-3s,Temp,3,fast 1-3 s,0.99742256,0.05076849
heterogeneous,9,48,Temp t-8s,Temp,8,mid 8 s,0.99716450,0.05324937
heterogeneous,9,48,Temp t-20s,Temp,20,slow 20-45 s,0.99580048,0.06480368
heterogeneous,9,48,Temp t-45s,Temp,45,slow 20-45 s,0.97939012,0.14356140
heterogeneous,9,48,HR t-1s,HR,1,fast 1-3 s,0.98883154,0.10568095
heterogeneous,9,48,HR t-3s,HR,3,fast 1-3 s,0.95521499,0.21162469
heterogeneous,9,48,HR t-8s,HR,8,mid 8 s,0.90026787,0.31580394
heterogeneous,9,48,HR t-20s,HR,20,slow 20-45 s,0.86067645,0.37326070
heterogeneous,9,48,HR t-45s,HR,45,slow 20-45 s,0.81508239,0.43002047
